OrderID,ProductName,BOMLineNo,PartName,MaterialSpec,Qty,Unit,Notes
378,Food-Grade Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
379,Static Dissipative Roller,1,Roller Core (Shaft),Stainless Steel (ESD),25,piece,Inner diameter ~ 26.0mm; length ~ 709.0mm
379,Static Dissipative Roller,2,ESD Rubber Compound,Hardness ~ 34 Shore A,10.23,kg,Ring volume calculation for rubber cover
379,Static Dissipative Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1250.0,ml,Estimated usage scaled by quantity
379,Static Dissipative Roller,4,End Caps (if applicable),Steel or Aluminum,50,pieces,2 end caps per roller
379,Static Dissipative Roller,5,Bearings,Ball/Tapered Roller Bearing,50,pieces,2 bearings per roller
379,Static Dissipative Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
379,Static Dissipative Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
380,Anti-Static Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Anti-Static),67,piece,Inner diameter ~ 20.0mm; length ~ 735.0mm
380,Anti-Static Silicone Roller,2,Anti-Static Silicone Cover,Hardness ~ 55 Shore A,77.32,kg,Ring volume calculation for rubber cover
380,Anti-Static Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,3015.0,ml,Estimated usage scaled by quantity
380,Anti-Static Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,134,pieces,2 end caps per roller
380,Anti-Static Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,134,pieces,2 bearings per roller
380,Anti-Static Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
380,Anti-Static Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
381,Food-Grade Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Food Grade),15,piece,Inner diameter ~ 23.0mm; length ~ 547.0mm
381,Food-Grade Silicone Roller,2,Food-Grade Silicone Cover,Hardness ~ 57 Shore A,7.79,kg,Ring volume calculation for rubber cover
381,Food-Grade Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,675.0,ml,Estimated usage scaled by quantity
381,Food-Grade Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,30,pieces,2 end caps per roller
381,Food-Grade Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,30,pieces,2 bearings per roller
381,Food-Grade Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
381,Food-Grade Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
382,Glass Polishing Roller,1,Roller Core (Shaft),Stainless Steel (Glass Pol.),128,piece,Inner diameter ~ 23.0mm; length ~ 599.0mm
382,Glass Polishing Roller,2,Glass Polishing Rubber,Hardness ~ 27 Shore A,18.43,kg,Ring volume calculation for rubber cover
382,Glass Polishing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,7040.0,ml,Estimated usage scaled by quantity
382,Glass Polishing Roller,4,End Caps (if applicable),Steel or Aluminum,256,pieces,2 end caps per roller
382,Glass Polishing Roller,5,Bearings,Ball/Tapered Roller Bearing,256,pieces,2 bearings per roller
382,Glass Polishing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
382,Glass Polishing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
383,Gravure Printing Roller,1,Roller Core (Shaft),Alloy Steel (Gravure),111,piece,Inner diameter ~ 29.0mm; length ~ 591.0mm
383,Gravure Printing Roller,2,Gravure Rubber Compound,Hardness ~ 26 Shore A,7.3,kg,Ring volume calculation for rubber cover
383,Gravure Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,6105.0,ml,Estimated usage scaled by quantity
383,Gravure Printing Roller,4,End Caps (if applicable),Steel or Aluminum,222,pieces,2 end caps per roller
383,Gravure Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,222,pieces,2 bearings per roller
383,Gravure Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
383,Gravure Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
384,PU Coating Roller,1,Roller Core (Shaft),Carbon Steel (PU Coating),74,piece,Inner diameter ~ 29.0mm; length ~ 681.0mm
384,PU Coating Roller,2,PU Cover Compound,Hardness ~ 62 Shore A,22.51,kg,Ring volume calculation for rubber cover
384,PU Coating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4810.0,ml,Estimated usage scaled by quantity
384,PU Coating Roller,4,End Caps (if applicable),Steel or Aluminum,148,pieces,2 end caps per roller
384,PU Coating Roller,5,Bearings,Ball/Tapered Roller Bearing,148,pieces,2 bearings per roller
384,PU Coating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
384,PU Coating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
385,PCB Lamination Roller,1,Roller Core (Shaft),Stainless Steel (PCB Grade),66,piece,Inner diameter ~ 21.0mm; length ~ 426.0mm
385,PCB Lamination Roller,2,PCB Lamination Compound,Hardness ~ 56 Shore A,41.97,kg,Ring volume calculation for rubber cover
385,PCB Lamination Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,3960.0,ml,Estimated usage scaled by quantity
385,PCB Lamination Roller,4,End Caps (if applicable),Steel or Aluminum,132,pieces,2 end caps per roller
385,PCB Lamination Roller,5,Bearings,Ball/Tapered Roller Bearing,132,pieces,2 bearings per roller
385,PCB Lamination Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
385,PCB Lamination Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
386,Synthetic Rubber Dust Collection Roller,1,Roller Core (Shaft),Carbon Steel (Dust Coll.),63,piece,Inner diameter ~ 23.0mm; length ~ 658.0mm
386,Synthetic Rubber Dust Collection Roller,2,Synthetic Dust Cover,Hardness ~ 38 Shore A,9.8,kg,Ring volume calculation for rubber cover
386,Synthetic Rubber Dust Collection Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2835.0,ml,Estimated usage scaled by quantity
386,Synthetic Rubber Dust Collection Roller,4,End Caps (if applicable),Steel or Aluminum,126,pieces,2 end caps per roller
386,Synthetic Rubber Dust Collection Roller,5,Bearings,Ball/Tapered Roller Bearing,126,pieces,2 bearings per roller
386,Synthetic Rubber Dust Collection Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
386,Synthetic Rubber Dust Collection Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
387,Manual Adhesive Roller,1,Roller Core (Shaft),Aluminum (Manual Roller),200,piece,Inner diameter ~ 25.0mm; length ~ 519.0mm
387,Manual Adhesive Roller,2,Adhesive Roller Cover,Hardness ~ 25 Shore A,90.39,kg,Ring volume calculation for rubber cover
387,Manual Adhesive Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8000.0,ml,Estimated usage scaled by quantity
387,Manual Adhesive Roller,4,End Caps (if applicable),Steel or Aluminum,400,pieces,2 end caps per roller
387,Manual Adhesive Roller,5,Bearings,Ball/Tapered Roller Bearing,400,pieces,2 bearings per roller
387,Manual Adhesive Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
387,Manual Adhesive Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
388,Synthetic Rubber Dust Collection Roller,1,Roller Core (Shaft),Carbon Steel (Dust Coll.),44,piece,Inner diameter ~ 19.0mm; length ~ 701.0mm
388,Synthetic Rubber Dust Collection Roller,2,Synthetic Dust Cover,Hardness ~ 38 Shore A,15.41,kg,Ring volume calculation for rubber cover
388,Synthetic Rubber Dust Collection Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1980.0,ml,Estimated usage scaled by quantity
388,Synthetic Rubber Dust Collection Roller,4,End Caps (if applicable),Steel or Aluminum,88,pieces,2 end caps per roller
388,Synthetic Rubber Dust Collection Roller,5,Bearings,Ball/Tapered Roller Bearing,88,pieces,2 bearings per roller
388,Synthetic Rubber Dust Collection Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
388,Synthetic Rubber Dust Collection Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
389,High-Viscosity Cleaning Roller,1,Roller Core (Shaft),Aluminum Core,196,piece,Inner diameter ~ 25.0mm; length ~ 437.0mm
389,High-Viscosity Cleaning Roller,2,High-Viscosity Compound,Hardness ~ 28 Shore A,55.05,kg,Ring volume calculation for rubber cover
389,High-Viscosity Cleaning Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,12740.0,ml,Estimated usage scaled by quantity
389,High-Viscosity Cleaning Roller,4,End Caps (if applicable),Steel or Aluminum,392,pieces,2 end caps per roller
389,High-Viscosity Cleaning Roller,5,Bearings,Ball/Tapered Roller Bearing,392,pieces,2 bearings per roller
389,High-Viscosity Cleaning Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
389,High-Viscosity Cleaning Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
390,Food-Grade Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Food Grade),91,piece,Inner diameter ~ 24.0mm; length ~ 535.0mm
390,Food-Grade Silicone Roller,2,Food-Grade Silicone Cover,Hardness ~ 49 Shore A,31.84,kg,Ring volume calculation for rubber cover
390,Food-Grade Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4095.0,ml,Estimated usage scaled by quantity
390,Food-Grade Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,182,pieces,2 end caps per roller
390,Food-Grade Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,182,pieces,2 bearings per roller
390,Food-Grade Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
390,Food-Grade Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
391,Custom Rubber Roller,1,Roller Core (Shaft),Generic Steel (Custom),193,piece,Inner diameter ~ 26.0mm; length ~ 543.0mm
391,Custom Rubber Roller,2,Custom Rubber Compound,Hardness ~ 27 Shore A,99.26,kg,Ring volume calculation for rubber cover
391,Custom Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,9650.0,ml,Estimated usage scaled by quantity
391,Custom Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,386,pieces,2 end caps per roller
391,Custom Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,386,pieces,2 bearings per roller
391,Custom Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
391,Custom Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
392,Custom Rubber Roller,1,Roller Core (Shaft),Generic Steel (Custom),85,piece,Inner diameter ~ 25.0mm; length ~ 509.0mm
392,Custom Rubber Roller,2,Custom Rubber Compound,Hardness ~ 38 Shore A,49.91,kg,Ring volume calculation for rubber cover
392,Custom Rubber Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4250.0,ml,Estimated usage scaled by quantity
392,Custom Rubber Roller,4,End Caps (if applicable),Steel or Aluminum,170,pieces,2 end caps per roller
392,Custom Rubber Roller,5,Bearings,Ball/Tapered Roller Bearing,170,pieces,2 bearings per roller
392,Custom Rubber Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
392,Custom Rubber Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
393,Steel Coil Tension Roller,1,Roller Core (Shaft),Carbon Steel (Heavy-Duty),160,piece,Inner diameter ~ 27.0mm; length ~ 430.0mm
393,Steel Coil Tension Roller,2,High-Tension PU Cover,Hardness ~ 88 Shore A,126.44,kg,Ring volume calculation for rubber cover
393,Steel Coil Tension Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,11200.0,ml,Estimated usage scaled by quantity
393,Steel Coil Tension Roller,4,End Caps (if applicable),Steel or Aluminum,320,pieces,2 end caps per roller
393,Steel Coil Tension Roller,5,Bearings,Ball/Tapered Roller Bearing,320,pieces,2 bearings per roller
393,Steel Coil Tension Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
393,Steel Coil Tension Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
394,Arc Surface Laminating Roller,1,Roller Core (Shaft),Steel (Arc Lamination),10,piece,Inner diameter ~ 26.0mm; length ~ 666.0mm
394,Arc Surface Laminating Roller,2,Arc Lamination Rubber,Hardness ~ 52 Shore A,3.73,kg,Ring volume calculation for rubber cover
394,Arc Surface Laminating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,600.0,ml,Estimated usage scaled by quantity
394,Arc Surface Laminating Roller,4,End Caps (if applicable),Steel or Aluminum,20,pieces,2 end caps per roller
394,Arc Surface Laminating Roller,5,Bearings,Ball/Tapered Roller Bearing,20,pieces,2 bearings per roller
394,Arc Surface Laminating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
394,Arc Surface Laminating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
395,Conveyor Silicone Belt,1,Roller Core (Shaft),Steel Reinforced Belt,89,piece,Inner diameter ~ 35.0mm; length ~ 722.0mm
395,Conveyor Silicone Belt,2,Conveyor Silicone Belt,Hardness ~ 50 Shore A,101.27,kg,Ring volume calculation for rubber cover
395,Conveyor Silicone Belt,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2670.0,ml,Estimated usage scaled by quantity
395,Conveyor Silicone Belt,4,End Caps (if applicable),Steel or Aluminum,178,pieces,2 end caps per roller
395,Conveyor Silicone Belt,5,Bearings,Ball/Tapered Roller Bearing,178,pieces,2 bearings per roller
395,Conveyor Silicone Belt,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
395,Conveyor Silicone Belt,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
396,Gravure Printing Roller,1,Roller Core (Shaft),Alloy Steel (Gravure),34,piece,Inner diameter ~ 24.0mm; length ~ 588.0mm
396,Gravure Printing Roller,2,Gravure Rubber Compound,Hardness ~ 45 Shore A,26.85,kg,Ring volume calculation for rubber cover
396,Gravure Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1870.0,ml,Estimated usage scaled by quantity
396,Gravure Printing Roller,4,End Caps (if applicable),Steel or Aluminum,68,pieces,2 end caps per roller
396,Gravure Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,68,pieces,2 bearings per roller
396,Gravure Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
396,Gravure Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
397,High-Viscosity Cleaning Roller,1,Roller Core (Shaft),Aluminum Core,72,piece,Inner diameter ~ 25.0mm; length ~ 534.0mm
397,High-Viscosity Cleaning Roller,2,High-Viscosity Compound,Hardness ~ 28 Shore A,9.13,kg,Ring volume calculation for rubber cover
397,High-Viscosity Cleaning Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4680.0,ml,Estimated usage scaled by quantity
397,High-Viscosity Cleaning Roller,4,End Caps (if applicable),Steel or Aluminum,144,pieces,2 end caps per roller
397,High-Viscosity Cleaning Roller,5,Bearings,Ball/Tapered Roller Bearing,144,pieces,2 bearings per roller
397,High-Viscosity Cleaning Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
397,High-Viscosity Cleaning Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
398,VITON Heat Press Roller,1,Roller Core (Shaft),Stainless Steel (Heat-Resist),138,piece,Inner diameter ~ 24.0mm; length ~ 416.0mm
398,VITON Heat Press Roller,2,VITON Rubber Compound,Hardness ~ 64 Shore A,50.88,kg,Ring volume calculation for rubber cover
398,VITON Heat Press Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,10350.0,ml,Estimated usage scaled by quantity
398,VITON Heat Press Roller,4,End Caps (if applicable),Steel or Aluminum,276,pieces,2 end caps per roller
398,VITON Heat Press Roller,5,Bearings,Ball/Tapered Roller Bearing,276,pieces,2 bearings per roller
398,VITON Heat Press Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
398,VITON Heat Press Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
399,Arc Surface Laminating Roller,1,Roller Core (Shaft),Steel (Arc Lamination),136,piece,Inner diameter ~ 20.0mm; length ~ 627.0mm
399,Arc Surface Laminating Roller,2,Arc Lamination Rubber,Hardness ~ 39 Shore A,48.06,kg,Ring volume calculation for rubber cover
399,Arc Surface Laminating Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8160.0,ml,Estimated usage scaled by quantity
399,Arc Surface Laminating Roller,4,End Caps (if applicable),Steel or Aluminum,272,pieces,2 end caps per roller
399,Arc Surface Laminating Roller,5,Bearings,Ball/Tapered Roller Bearing,272,pieces,2 bearings per roller
399,Arc Surface Laminating Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
399,Arc Surface Laminating Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
400,Anti-Static Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Anti-Static),55,piece,Inner diameter ~ 20.0mm; length ~ 840.0mm
400,Anti-Static Silicone Roller,2,Anti-Static Silicone Cover,Hardness ~ 51 Shore A,21.37,kg,Ring volume calculation for rubber cover
400,Anti-Static Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2475.0,ml,Estimated usage scaled by quantity
400,Anti-Static Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,110,pieces,2 end caps per roller
400,Anti-Static Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,110,pieces,2 bearings per roller
400,Anti-Static Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
400,Anti-Static Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
401,Flexo Printing Roller,1,Roller Core (Shaft),Alloy Steel (Flexo),165,piece,Inner diameter ~ 24.0mm; length ~ 765.0mm
401,Flexo Printing Roller,2,Flexo Rubber Compound,Hardness ~ 43 Shore A,52.41,kg,Ring volume calculation for rubber cover
401,Flexo Printing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,9075.0,ml,Estimated usage scaled by quantity
401,Flexo Printing Roller,4,End Caps (if applicable),Steel or Aluminum,330,pieces,2 end caps per roller
401,Flexo Printing Roller,5,Bearings,Ball/Tapered Roller Bearing,330,pieces,2 bearings per roller
401,Flexo Printing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
401,Flexo Printing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
402,Food-Grade Silicone Roller,1,Roller Core (Shaft),Stainless Steel (Food Grade),192,piece,Inner diameter ~ 21.0mm; length ~ 479.0mm
402,Food-Grade Silicone Roller,2,Food-Grade Silicone Cover,Hardness ~ 56 Shore A,120.14,kg,Ring volume calculation for rubber cover
402,Food-Grade Silicone Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8640.0,ml,Estimated usage scaled by quantity
402,Food-Grade Silicone Roller,4,End Caps (if applicable),Steel or Aluminum,384,pieces,2 end caps per roller
402,Food-Grade Silicone Roller,5,Bearings,Ball/Tapered Roller Bearing,384,pieces,2 bearings per roller
402,Food-Grade Silicone Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
402,Food-Grade Silicone Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
403,Manual Adhesive Roller,1,Roller Core (Shaft),Aluminum (Manual Roller),28,piece,Inner diameter ~ 24.0mm; length ~ 489.0mm
403,Manual Adhesive Roller,2,Adhesive Roller Cover,Hardness ~ 31 Shore A,11.56,kg,Ring volume calculation for rubber cover
403,Manual Adhesive Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,1120.0,ml,Estimated usage scaled by quantity
403,Manual Adhesive Roller,4,End Caps (if applicable),Steel or Aluminum,56,pieces,2 end caps per roller
403,Manual Adhesive Roller,5,Bearings,Ball/Tapered Roller Bearing,56,pieces,2 bearings per roller
403,Manual Adhesive Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
403,Manual Adhesive Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
404,Textile Squeeze Roller,1,Roller Core (Shaft),Steel (Textile Grade),101,piece,Inner diameter ~ 23.0mm; length ~ 601.0mm
404,Textile Squeeze Roller,2,Textile Rubber Compound,Hardness ~ 43 Shore A,34.38,kg,Ring volume calculation for rubber cover
404,Textile Squeeze Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,5555.0,ml,Estimated usage scaled by quantity
404,Textile Squeeze Roller,4,End Caps (if applicable),Steel or Aluminum,202,pieces,2 end caps per roller
404,Textile Squeeze Roller,5,Bearings,Ball/Tapered Roller Bearing,202,pieces,2 bearings per roller
404,Textile Squeeze Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
404,Textile Squeeze Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
405,Static Dissipative Roller,1,Roller Core (Shaft),Stainless Steel (ESD),52,piece,Inner diameter ~ 22.0mm; length ~ 690.0mm
405,Static Dissipative Roller,2,ESD Rubber Compound,Hardness ~ 37 Shore A,18.07,kg,Ring volume calculation for rubber cover
405,Static Dissipative Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,2600.0,ml,Estimated usage scaled by quantity
405,Static Dissipative Roller,4,End Caps (if applicable),Steel or Aluminum,104,pieces,2 end caps per roller
405,Static Dissipative Roller,5,Bearings,Ball/Tapered Roller Bearing,104,pieces,2 bearings per roller
405,Static Dissipative Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
405,Static Dissipative Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
406,Conveyor Silicone Belt,1,Roller Core (Shaft),Steel Reinforced Belt,29,piece,Inner diameter ~ 38.0mm; length ~ 905.0mm
406,Conveyor Silicone Belt,2,Conveyor Silicone Belt,Hardness ~ 53 Shore A,10.65,kg,Ring volume calculation for rubber cover
406,Conveyor Silicone Belt,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,870.0,ml,Estimated usage scaled by quantity
406,Conveyor Silicone Belt,4,End Caps (if applicable),Steel or Aluminum,58,pieces,2 end caps per roller
406,Conveyor Silicone Belt,5,Bearings,Ball/Tapered Roller Bearing,58,pieces,2 bearings per roller
406,Conveyor Silicone Belt,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
406,Conveyor Silicone Belt,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
407,Conveyor Silicone Belt,1,Roller Core (Shaft),Steel Reinforced Belt,159,piece,Inner diameter ~ 34.0mm; length ~ 591.0mm
407,Conveyor Silicone Belt,2,Conveyor Silicone Belt,Hardness ~ 59 Shore A,180.17,kg,Ring volume calculation for rubber cover
407,Conveyor Silicone Belt,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4770.0,ml,Estimated usage scaled by quantity
407,Conveyor Silicone Belt,4,End Caps (if applicable),Steel or Aluminum,318,pieces,2 end caps per roller
407,Conveyor Silicone Belt,5,Bearings,Ball/Tapered Roller Bearing,318,pieces,2 bearings per roller
407,Conveyor Silicone Belt,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
407,Conveyor Silicone Belt,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
408,Steel Coil Tension Roller,1,Roller Core (Shaft),Carbon Steel (Heavy-Duty),71,piece,Inner diameter ~ 20.0mm; length ~ 554.0mm
408,Steel Coil Tension Roller,2,High-Tension PU Cover,Hardness ~ 81 Shore A,81.09,kg,Ring volume calculation for rubber cover
408,Steel Coil Tension Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,4970.0,ml,Estimated usage scaled by quantity
408,Steel Coil Tension Roller,4,End Caps (if applicable),Steel or Aluminum,142,pieces,2 end caps per roller
408,Steel Coil Tension Roller,5,Bearings,Ball/Tapered Roller Bearing,142,pieces,2 bearings per roller
408,Steel Coil Tension Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
408,Steel Coil Tension Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
409,Glass Polishing Roller,1,Roller Core (Shaft),Stainless Steel (Glass Pol.),131,piece,Inner diameter ~ 25.0mm; length ~ 410.0mm
409,Glass Polishing Roller,2,Glass Polishing Rubber,Hardness ~ 34 Shore A,33.97,kg,Ring volume calculation for rubber cover
409,Glass Polishing Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,7205.0,ml,Estimated usage scaled by quantity
409,Glass Polishing Roller,4,End Caps (if applicable),Steel or Aluminum,262,pieces,2 end caps per roller
409,Glass Polishing Roller,5,Bearings,Ball/Tapered Roller Bearing,262,pieces,2 bearings per roller
409,Glass Polishing Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
409,Glass Polishing Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
410,High-Viscosity Cleaning Roller,1,Roller Core (Shaft),Aluminum Core,133,piece,Inner diameter ~ 26.0mm; length ~ 490.0mm
410,High-Viscosity Cleaning Roller,2,High-Viscosity Compound,Hardness ~ 16 Shore A,19.59,kg,Ring volume calculation for rubber cover
410,High-Viscosity Cleaning Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,8645.0,ml,Estimated usage scaled by quantity
410,High-Viscosity Cleaning Roller,4,End Caps (if applicable),Steel or Aluminum,266,pieces,2 end caps per roller
410,High-Viscosity Cleaning Roller,5,Bearings,Ball/Tapered Roller Bearing,266,pieces,2 bearings per roller
410,High-Viscosity Cleaning Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
410,High-Viscosity Cleaning Roller,7,Packaging/Protection,"Shrink Film, Cardboard, Foam",1,set,Bulk or individual packaging
411,Manual Adhesive Roller,1,Roller Core (Shaft),Aluminum (Manual Roller),189,piece,Inner diameter ~ 25.0mm; length ~ 489.0mm
411,Manual Adhesive Roller,2,Adhesive Roller Cover,Hardness ~ 34 Shore A,16.46,kg,Ring volume calculation for rubber cover
411,Manual Adhesive Roller,3,Adhesive (Bonding Agent),Metal-to-Rubber Cement,7560.0,ml,Estimated usage scaled by quantity
411,Manual Adhesive Roller,4,End Caps (if applicable),Steel or Aluminum,378,pieces,2 end caps per roller
411,Manual Adhesive Roller,5,Bearings,Ball/Tapered Roller Bearing,378,pieces,2 bearings per roller
411,Manual Adhesive Roller,6,Surface Finish (Grinding),n/a,1,service,Precision grinding to final OD & TIR
